0,2
1,2
2,
3,2
4,
5,
6,2
7,2
8,
9,
10,2
11,
12,
13,2
14,2
15,
16,
17,2
18,
19,
20,2
21,1
22,
23,2
24,
25,
26,2
27,2
28,
29,
30,2
31,
32,
33,2
34,
35,
36,
16/36
